LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,LOC_OTHER,LOC_COUNT,LOC_SCH
3600001,DOLGEVILLE CENTRAL SCHOOL DISTRICT,36,38 SLAWSON ST,DOLGEVILLE,NY,13329,36,36043,Herkimer County,43.103969,-74.779021,46540,"Utica-Rome, NY",1,N,N,N,N,3621,36118,36049,2017-2018,42,0.0,1,42
3600002,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,36,2601 ONEIDA ST,SAUQUOIT,NY,13456,36,36065,Oneida County,42.987929,-75.254474,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36101,36047,2017-2018,41,0.0,1,41
3600003,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,36,2512 COUNTY ROUTE 24,HERMON,NY,13652,36,36089,St. Lawrence County,44.363946,-75.201145,36300,"Ogdensburg-Massena, NY",2,N,N,N,N,3621,36117,36047,2017-2018,43,0.0,1,43
3600004,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,36,2072 CURRY RD,SCHENECTADY,NY,12303,36,36093,Schenectady County,42.768878,-73.956954,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36111,36046,2017-2018,21,0.0,1,21
3600005,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,36,20 PINE ST,BROADALBIN,NY,12025,36,36035,Fulton County,43.057500000000005,-74.1876,24100,"Gloversville, NY",2,104,"Albany-Schenectady, NY",N,N,3621,36118,36049,2017-2018,42,0.0,1,42
3600006,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,36,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,36,36077,Otsego County,42.817222,-74.768212,36580,"Oneonta, NY",2,N,N,N,N,3619,36102,36051,2017-2018,42,0.0,1,42
3600007,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,36,3769 STATE RT 417,JASPER,NY,14855,36,36101,Steuben County,42.124017,-77.504174,18500,"Corning, NY",2,236,"Elmira-Corning, NY",N,N,3623,36148,36058,2017-2018,43,0.0,1,43
3600008,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,36,189 DUNTON AVE,EAST PATCHOGUE,NY,11772,36,36103,Suffolk County,40.762179,-72.961686,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36003,36003,2017-2018,21,0.0,1,21
3600009,SARANAC CENTRAL SCHOOL DISTRICT,36,32 EMMONS ST,DANNEMORA,NY,12929,36,36019,Clinton County,44.7126,-73.72160000000001,38460,"Plattsburgh, NY",2,N,N,N,N,3621,36115,36045,2017-2018,42,22.7,2,"32, 42"
3600010,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,36,155 WASHINGTON AVE,COBLESKILL,NY,12043,36,36095,Schoharie County,42.680800000000005,-74.4923,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3619,36102,36051,2017-2018,32,32.58,2,"32, 41"
3600011,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,36,2350 RT 63,WAYLAND,NY,14572,36,36101,Steuben County,42.563533,-77.599798,18500,"Corning, NY",2,236,"Elmira-Corning, NY",N,N,3623,36133,36058,2017-2018,42,0.0,1,42
3600012,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,36,100 SCHOOL ST,BOLIVAR,NY,14715,36,36003,Allegany County,42.066095,-78.160184,N,N,0,N,N,N,N,3623,36148,36057,2017-2018,42,0.0,1,42
3600013,ONEIDA CITY SCHOOL DISTRICT,36,565 SAYLES ST,ONEIDA,NY,13421,36,36053,Madison County,43.08088,-75.662283,45060,"Syracuse, NY",1,532,"Syracuse-Auburn, NY",N,N,3622,36121,36053,2017-2018,32,0.0,1,32
3600014,WATERLOO CENTRAL SCHOOL DISTRICT,36,109 WASHINGTON ST,WATERLOO,NY,13165,36,36099,Seneca County,42.896766,-76.86148800000001,42900,"Seneca Falls, NY",2,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3623,36131,36054,2017-2018,32,0.0,1,32
3600015,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,36,3131 FIVE MILE RD,ALLEGANY,NY,14706,36,36009,Cattaraugus County,42.132045000000005,-78.503884,36460,"Olean, NY",2,160,"Buffalo-Cheektowaga, NY",N,N,3623,36148,36057,2017-2018,41,43.97,2,"33, 41"
3600016,AVERILL PARK CENTRAL SCHOOL DISTRICT,36,146 GETTLE RD-ST 1,AVERILL PARK,NY,12018,36,36083,Rensselaer County,42.644669,-73.572643,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3619,36107,36043,2017-2018,41,0.0,1,41
3600017,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,36,1 JAGUAR DR,BELMONT,NY,14813,36,36003,Allegany County,42.233545,-78.032058,N,N,0,N,N,N,N,3623,36148,36057,2017-2018,42,0.0,1,42
3600018,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,36,100 N ERIE ST,MAYVILLE,NY,14757,36,36013,Chautauqua County,42.257696,-79.51422000000001,27460,"Jamestown-Dunkirk-Fredonia, NY",2,N,N,N,N,3623,36150,36057,2017-2018,42,0.0,1,42
3600019,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,36,4238 STATE HWY 8,NEW BERLIN,NY,13411,36,36017,Chenango County,42.581228,-75.334456,N,N,0,N,N,N,N,3622,36122,36051,2017-2018,42,0.0,1,42
3600020,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,36,8455 COUNTY RT 125,CAMPBELL,NY,14821,36,36101,Steuben County,42.236135,-77.200193,18500,"Corning, NY",2,236,"Elmira-Corning, NY",N,N,3623,36132,36058,2017-2018,42,0.0,1,42
3600021,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,36,385 DEPOT LN,CUTCHOGUE,NY,11935,36,36103,Suffolk County,41.0139,-72.4851,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36002,36001,2017-2018,21,0.0,1,21
3600023,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,36,33 SCHOOLHOUSE RD,JEFFERSONVILLE,NY,12748,36,36105,Sullivan County,41.779854,-74.940064,N,N,0,N,N,N,N,3619,36100,36042,2017-2018,42,0.0,1,42
3600024,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,36,25 N FRANKLIN ST,CATTARAUGUS,NY,14719,36,36009,Cattaraugus County,42.333934,-78.859948,36460,"Olean, NY",2,160,"Buffalo-Cheektowaga, NY",N,N,3623,36148,36057,2017-2018,42,0.0,1,42
3600025,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,36,2303 KENMORE AVE,BUFFALO,NY,14207,36,36029,Erie County,42.967047,-78.89846200000001,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36140,36060,2017-2018,21,0.0,1,21
3600026,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,36,27 ZIMBRICH ST,ROCHESTER,NY,14621,36,36055,Monroe County,43.18287,-77.609451,40380,"Rochester, NY",1,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3625,36137,36056,2017-2018,12,0.0,1,12
3600029,GENESEE COMMUNITY CHARTER SCHOOL,36,657 EAST AVE,ROCHESTER,NY,14607,36,36055,Monroe County,43.153155,-77.587491,40380,"Rochester, NY",1,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3625,36138,36055,2017-2018,12,0.0,1,12
3600030,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,36,105 PLEASANT AVE,ROOSEVELT,NY,11575,36,36059,Nassau County,40.674358,-73.584755,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3604,36018,36008,2017-2018,21,0.0,1,21
3600032,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,36,116 N LAKE AVE,ALBANY,NY,12206,36,36001,Albany County,42.664159000000005,-73.77013000000001,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36108,36044,2017-2018,13,0.0,1,13
3600033,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,36,250 CENTRAL AVE,ALBANY,NY,12206,36,36001,Albany County,42.663125,-73.771242,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36108,36044,2017-2018,13,0.0,1,13
3600035,KING CENTER CHARTER SCHOOL,36,156 NEWBURGH AVE,BUFFALO,NY,14211,36,36029,Erie County,42.918918000000005,-78.809205,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36141,36063,2017-2018,11,0.0,1,11
3600036,SOUTH BUFFALO CHARTER SCHOOL,36,154 S OGDEN ST,BUFFALO,NY,14210,36,36029,Erie County,42.86347,-78.805201,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36142,36063,2017-2018,11,0.0,1,11
3600038,TAPESTRY CHARTER SCHOOL,36,65 GREAT ARROW AVE,BUFFALO,NY,14216,36,36029,Erie County,42.942751,-78.870338,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36149,36060,2017-2018,11,0.0,1,11
3600039,AMBER CHARTER SCHOOL,36,220 E 106TH ST,NEW YORK,NY,10029,36,36061,New York County,40.790947,-73.94389100000001,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36068,36029,2017-2018,11,0.0,1,11
3600042,BRONX PREPARATORY CHARTER SCHOOL,36,3872 3RD AVE,BRONX,NY,10457,36,36005,Bronx County,40.838976,-73.900102,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36033,2017-2018,11,0.0,1,11
3600045,BROOKLYN CHARTER SCHOOL (THE),36,545 WILLOUGHBY AVE,BROOKLYN,NY,11206,36,36047,Kings County,40.694239,-73.94783,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36056,36025,2017-2018,11,0.0,1,11
3600046,COMMUNITY PARTNERSHIP CHARTER SCHOOL,36,241 EMERSON PL,BROOKLYN,NY,11205,36,36047,Kings County,40.691011,-73.961346,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36057,36025,2017-2018,11,0.0,1,11
3600047,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,36,132-142 E 111TH ST,NEW YORK,NY,10029,36,36061,New York County,40.79554,-73.944543,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36068,36029,2017-2018,11,0.0,1,11
3600048,HARRIET TUBMAN CHARTER SCHOOL,36,3565 3RD AVE,BRONX,NY,10456,36,36005,Bronx County,40.832184,-73.905563,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36032,2017-2018,11,0.0,1,11
3600049,ICAHN CHARTER SCHOOL 1,36,1525 BROOK AVE,BRONX,NY,10457,36,36005,Bronx County,40.839151,-73.905106,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36077,36033,2017-2018,11,0.0,1,11
3600053,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,36,17 BATTERY PL,NEW YORK,NY,10004,36,36061,New York County,40.7057,-74.016041,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3610,36065,36026,2017-2018,11,0.0,1,11
3600054,KIPP ACADEMY CHARTER SCHOOL,36,250 E 156TH ST-4TH FL,BRONX,NY,10451,36,36005,Bronx County,40.822773,-73.92160700000001,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36029,2017-2018,11,0.0,1,11
3600055,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL,36,136-25 218TH ST,SPRINGFIELD GARDENS,NY,11413,36,36081,Queens County,40.676288,-73.75307000000001,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36014,2017-2018,11,0.0,1,11
3600057,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,36,36-12 35TH AVE,ASTORIA,NY,11106,36,36081,Queens County,40.755821000000005,-73.92415100000001,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36030,36012,2017-2018,11,0.0,1,11
3600059,RENAISSANCE CHARTER SCHOOL,36,35-59 81ST ST,JACKSON HEIGHTS,NY,11372,36,36081,Queens County,40.749882,-73.885101,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36039,36013,2017-2018,11,0.0,1,11
3600060,RIVERHEAD CHARTER SCHOOL,36,3685 MIDDLE COUNTRY RD,CALVERTON,NY,11933,36,36103,Suffolk County,40.924703,-72.744581,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36002,36001,2017-2018,41,0.0,1,41
3600061,SISULU-WALKER CHARTER SCHOOL OF HARLEM,36,125 W 115TH ST,NEW YORK,NY,10026,36,36061,New York County,40.802065,-73.951362,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36070,36030,2017-2018,11,0.0,1,11
3600063,BRONX CHARTER SCHOOL FOR THE ARTS,36,950 LONGFELLOW AVE,BRONX,NY,10474,36,36005,Bronx County,40.821821,-73.886466,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36085,36034,2017-2018,11,0.0,1,11
3600066,FAMILY LIFE ACADEMY CHARTER SCHOOL I,36,14 W 170TH ST,BRONX,NY,10452,36,36005,Bronx County,40.840247,-73.918591,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36084,36029,2017-2018,11,0.0,1,11
3600067,GLOBAL CONCEPTS CHARTER SCHOOL,36,1001 RIDGE RD,LACKAWANNA,NY,14218,36,36029,Erie County,42.826514,-78.81445000000001,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36142,36063,2017-2018,21,0.0,1,21
3600068,HARLEM PREP CHARTER SCHOOL,36,240 E 123RD ST-1ST FL,NEW YORK,NY,10035,36,36061,New York County,40.801566,-73.935357,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36068,36030,2017-2018,11,0.0,1,11
3600070,SOUTHSIDE ACADEMY CHARTER SCHOOL,36,2200 ONONDAGA CREEK BLVD,SYRACUSE,NY,13207,36,36067,Onondaga County,43.0122,-76.154739,45060,"Syracuse, NY",1,532,"Syracuse-Auburn, NY",N,N,3624,36128,36053,2017-2018,12,0.0,1,12
3600071,BUFFALO UNITED CHARTER SCHOOL,36,325 MANHATTAN AVE,BUFFALO,NY,14214,36,36029,Erie County,42.941577,-78.828329,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36141,36063,2017-2018,11,0.0,1,11
3600073,ENTERPRISE CHARTER SCHOOL,36,275 OAK ST,BUFFALO,NY,14203,36,36029,Erie County,42.8887,-78.86944100000001,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36141,36063,2017-2018,11,0.0,1,11
3600076,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,36,166 ESSEX ST,NEW YORK,NY,10002,36,36061,New York County,40.721263,-73.986337,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36065,36026,2017-2018,11,0.0,1,11
3600077,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,36,333 7TH AVE-7TH FL,NEW YORK,NY,10001,36,36061,New York County,40.7476,-73.9931,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36075,36027,2017-2018,11,0.0,1,11
3600078,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,36,154 W 93RD ST,NEW YORK,NY,10025,36,36061,New York County,40.791542,-73.970912,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3610,36069,36030,2017-2018,11,0.0,1,11
3600079,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,36,319 E 117TH ST,NEW YORK,NY,10035,36,36061,New York County,40.797412,-73.936002,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36068,36029,2017-2018,11,0.0,1,11
3600080,HARLEM VILLAGE ACADEMY CHARTER SCHOOL,36,244 W 144 ST-4TH FL,NEW YORK,NY,10030,36,36061,New York County,40.821407,-73.941061,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36070,36030,2017-2018,11,0.0,1,11
3600081,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,36,425 W 123RD ST,NEW YORK,NY,10027,36,36061,New York County,40.810747,-73.956101,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36069,36030,2017-2018,11,0.0,1,11
3600082,KIPP STAR COLLEGE PREP CHARTER,36,433 W 123RD ST-4TH FL,NEW YORK,NY,10027,36,36061,New York County,40.810752,-73.956087,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36069,36030,2017-2018,11,0.0,1,11
3600083,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,36,4360 BROADWAY-RM 527,NEW YORK,NY,10033,36,36061,New York County,40.853396,-73.933473,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36072,36031,2017-2018,11,0.0,1,11
3600084,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,36,501 COURTLAND AVE,BRONX,NY,10451,36,36005,Bronx County,40.8154,-73.9201,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36084,36029,2017-2018,11,0.0,1,11
3600085,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,36,601 STICKBALL BLVD,BRONX,NY,10473,36,36005,Bronx County,40.81855,-73.856798,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36087,36034,2017-2018,11,0.0,1,11
3600086,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,36,450 ST PAUL'S PL-RM 204,BRONX,NY,10456,36,36005,Bronx County,40.836153,-73.904915,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36033,2017-2018,11,0.0,1,11
3600087,NEW YORK CITY GEOGRAPHIC DISTRICT #10,36,1 FORDHAM PLAZA-RM 813,BRONX,NY,10458,36,36005,Bronx County,40.860614,-73.89012600000001,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36078,36034,2017-2018,11,0.0,1,11
3600088,NEW YORK CITY GEOGRAPHIC DISTRICT #11,36,2750 THROOP AVE,BRONX,NY,10469,36,36005,Bronx County,40.866994,-73.850708,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36080,36036,2017-2018,11,0.0,1,11
3600089,BRONX CHARTER SCHOOL FOR BETTER LEARNING,36,3740 BAYCHESTER AVE ANNEX,BRONX,NY,10466,36,36005,Bronx County,40.884191,-73.839693,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3616,36083,36036,2017-2018,11,0.0,1,11
3600090,NEW YORK CITY GEOGRAPHIC DISTRICT #12,36,1434 LONGFELLOW AVE,BRONX,NY,10459,36,36005,Bronx County,40.8309,-73.8873,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36085,36032,2017-2018,11,0.0,1,11
3600091,NEW YORK CITY GEOGRAPHIC DISTRICT #13,36,355 PARK AVE,BROOKLYN,NY,11238,36,36047,Kings County,40.695884,-73.962953,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36050,36025,2017-2018,11,0.0,1,11
3600092,NEW YORK CITY GEOGRAPHIC DISTRICT #15,36,131 LIVINGSTON AVE-RM 301,BROOKLYN,NY,11201,36,36047,Kings County,40.6907,-73.9885,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36052,36025,2017-2018,11,0.0,1,11
3600094,NEW YORK CITY GEOGRAPHIC DISTRICT #16,36,1010 LAFAYETTE AVE,BROOKLYN,NY,11221,36,36047,Kings County,40.691907,-73.931465,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36056,36025,2017-2018,11,0.0,1,11
3600095,NEW YORK CITY GEOGRAPHIC DISTRICT #17,36,1224 PARK PL,BROOKLYN,NY,11213,36,36047,Kings County,40.672436000000005,-73.93722100000001,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36056,36025,2017-2018,11,0.0,1,11
3600096,NEW YORK CITY GEOGRAPHIC DISTRICT #18,36,1106 E 95TH ST,BROOKLYN,NY,11236,36,36047,Kings County,40.64326,-73.903321,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36059,36019,2017-2018,11,0.0,1,11
3600097,NEW YORK CITY GEOGRAPHIC DISTRICT #32,36,797 BUSHWICK AVE,BROOKLYN,NY,11221,36,36047,Kings County,40.695319000000005,-73.92751700000001,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36054,36018,2017-2018,11,0.0,1,11
3600098,NEW YORK CITY GEOGRAPHIC DISTRICT #24,36,98-50 50TH AVE-RM 102,CORONA,NY,11368,36,36081,Queens County,40.742409,-73.862942,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36039,36013,2017-2018,11,0.0,1,11
3600099,NEW YORK CITY GEOGRAPHIC DISTRICT #26,36,61-15 OCEANIA ST,BAYSIDE,NY,11361,36,36081,Queens County,40.745138,-73.766806,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3606,36025,36016,2017-2018,11,0.0,1,11
3600100,NEW YORK CITY GEOGRAPHIC DISTRICT #28,36,90-27 SUTPHIN BLVD,JAMAICA,NY,11435,36,36081,Queens County,40.70242,-73.807744,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36032,36014,2017-2018,11,0.0,1,11
3600101,NEW YORK CITY GEOGRAPHIC DISTRICT #29,36,222-14 JAMAICA AVE-RM 217,QUEENS VILLAGE,NY,11428,36,36081,Queens County,40.720784,-73.731493,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36033,36014,2017-2018,11,0.0,1,11
3600102,NEW YORK CITY GEOGRAPHIC DISTRICT #30,36,28-11 QUEENS PLZ N,LONG ISLAND CITY,NY,11101,36,36081,Queens County,40.750317,-73.938125,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2017-2018,11,0.0,1,11
3600103,NEW YORK CITY GEOGRAPHIC DISTRICT #31,36,715 OCEAN TERR-RM 129,STATEN ISLAND,NY,10301,36,36085,Richmond County,40.6074,-74.1015,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36063,36024,2017-2018,11,0.0,1,11
3600104,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,36,1001 PARK AVE,SYRACUSE,NY,13204,36,36067,Onondaga County,43.052117,-76.180006,45060,"Syracuse, NY",1,532,"Syracuse-Auburn, NY",N,N,3624,36129,36053,2017-2018,12,0.0,1,12
3600105,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,36,190 FRANKLIN ST,BUFFALO,NY,14202,36,36029,Erie County,42.888506,-78.87616200000001,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36149,36063,2017-2018,11,0.0,1,11
3600106,WESTERN NEW YORK MARITIME CHARTER SCHOOL,36,266 GENESEE ST,BUFFALO,NY,14204,36,36029,Erie County,42.892145,-78.865071,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36141,36063,2017-2018,11,0.0,1,11
3600107,WESTMINSTER COMMUNITY CHARTER SCHOOL,36,24 WESTMINSTER AVE,BUFFALO,NY,14215,36,36029,Erie County,42.939667,-78.81265,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1,160,"Buffalo-Cheektowaga, NY",N,N,3626,36141,36063,2017-2018,11,0.0,1,11
3600108,HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,36,245 W 129TH ST,NEW YORK,NY,10027,36,36061,New York County,40.81243,-73.948162,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36070,36030,2017-2018,11,0.0,1,11
3600109,OPPORTUNITY CHARTER SCHOOL,36,240 W 113TH ST-4TH FL,NEW YORK,NY,10026,36,36061,New York County,40.80176,-73.955596,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36070,36030,2017-2018,11,0.0,1,11
3600110,BRONX CHARTER SCHOOL FOR CHILDREN (THE),36,388 WILLIS AVE,BRONX,NY,10454,36,36005,Bronx County,40.812593,-73.919936,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36084,36029,2017-2018,11,0.0,1,11
3600111,BRONX LIGHTHOUSE CHARTER SCHOOL,36,1001 INTERVALE AVE,BRONX,NY,10459,36,36005,Bronx County,40.823208,-73.8972,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36032,2017-2018,11,0.0,1,11
